t,x,y
13.412102,-13.148868,-1.033643
13.548203,-12.872478,-1.045484
13.632202,-12.64558,-1.035926
13.758301,-12.374196,-1.042344
13.904602,-12.019549,-1.037832
14.066002,-11.583807,-1.019478
14.205399,-11.150546,-1.049153
14.2883,-10.878454,-0.967355
14.413605,-10.516142,-0.94104
14.559105,-10.099457,-0.82817
14.720001,-9.696372,-0.664483
14.862602,-9.539656,-0.517828
14.944298,-9.431371,-0.462539
15.068504,-9.257925,-0.461576
15.2136,-9.076249,-0.438378
15.373802,-8.692744,-0.489749
15.519897,-8.384169,-0.531083
15.600304,-8.125796,-0.565692
15.723,-7.701508,-0.60933
15.868103,-7.156402,-0.64801
16.027504,-6.737169,-0.767062
16.176903,-6.222688,-0.868149
16.257103,-6.001082,-0.956707
16.377304,-5.637348,-1.041622
16.522598,-5.119271,-1.158552
16.681297,-4.609697,-1.226811
16.833801,-4.268786,-1.283301
16.914398,-4.082744,-1.240751
17.031601,-3.76621,-1.227419
17.177299,-3.415001,-1.166206
17.335098,-2.998128,-1.138517
17.490601,-2.578246,-1.120832
17.571602,-2.404036,-1.178328
17.685699,-2.162437,-1.264913
17.831802,-1.773413,-1.256581
17.989098,-1.451581,-1.26958
18.147499,-1.191258,-1.232061
18.228699,-1.008599,-1.233852
18.339699,-0.80755,-1.281954
18.486404,-0.596651,-1.423295
18.643501,-0.298276,-1.519134
18.804398,0.13068,-1.572228
18.885803,0.350518,-1.562969
18.995399,0.64628,-1.550512
19.141205,1.016493,-1.508885
19.297897,1.251114,-1.440212
19.461304,1.692421,-1.421624
19.5429,1.912668,-1.412348
19.650803,2.204003,-1.400077
19.796104,2.48681,-1.41644
19.952202,2.908225,-1.39869
20.118301,3.34328,-1.399998
20.200005,3.519118,-1.457784
20.306198,3.805783,-1.44571
20.451004,4.196584,-1.42925
20.606598,4.501491,-1.438232
20.775299,4.864933,-1.440765
20.857201,5.006687,-1.469215
20.9617,5.213076,-1.433675
21.105698,5.463934,-1.435398
21.261002,5.785169,-1.447165
21.432198,6.207045,-1.439873
21.514503,6.360181,-1.45122
21.617104,6.637315,-1.439548
21.760399,7.057521,-1.45873
21.915199,7.532709,-1.531877
22.088104,7.851335,-1.612597
22.1717,8.069212,-1.605436
22.272598,8.381499,-1.636081
22.4151,8.767502,-1.621301
22.569199,9.104549,-1.519977
22.743401,9.452169,-1.518913
22.828903,9.682842,-1.509198
22.928299,9.968076,-1.515875
23.069901,10.38477,-1.536183
23.223198,10.812932,-1.533979
23.398804,11.323861,-1.55318
23.485802,11.558635,-1.543291
23.583801,11.920131,-1.503022
23.724899,12.346153,-1.473446
23.877205,12.834145,-1.433019
24.054001,13.485038,-1.360713
24.142502,13.7934,-1.362824
24.239304,14.081656,-1.380476
24.380302,14.549302,-1.456975
24.531204,15.0234,-1.510461
24.709099,15.51084,-1.497814
24.799103,15.799946,-1.531019
24.895103,16.114979,-1.436313
25.0355,16.443019,-1.365845
25.185303,16.847397,-1.348813
25.364304,17.47547,-1.333184
25.455498,17.73726,-1.339609
25.550903,18.084291,-1.340737
25.690804,18.533306,-1.334356
25.8395,18.957332,-1.341553
26.0196,19.607999,-1.310476
26.111801,19.948259,-1.284158
26.206703,20.253857,-1.308671
26.346199,20.681872,-1.215589
26.493599,21.130172,-1.252347
26.6744,21.608531,-1.221358
26.768204,21.829912,-1.285719
26.862404,22.102864,-1.33511
27.001503,22.389117,-1.373455
27.147697,22.858635,-1.436349
27.328804,23.389171,-1.459883
27.424599,23.681743,-1.48509
27.517998,23.945615,-1.486888
27.6567,24.359342,-1.513101
27.802803,24.750045,-1.49234
27.9832,25.093399,-1.450506
28.0811,25.388648,-1.490056
28.173698,25.645872,-1.487191
28.3116,26.018154,-1.471512
28.458199,26.344918,-1.475553
28.637505,26.737359,-1.412946
28.737701,26.961294,-1.415519
28.829399,27.14608,-1.424007
28.966499,27.438225,-1.431873
29.113503,27.783617,-1.430607
29.291504,28.125467,-1.384851
29.394104,28.400624,-1.371169
29.485397,28.647102,-1.360788
29.621498,29.001,-1.331009
29.7687,29.242607,-1.258377
29.945404,29.487115,-1.25466
30.050598,29.569933,-1.268427
30.141701,29.742213,-1.312704
30.276505,30.044489,-1.353195
30.423904,30.281155,-1.384898
30.599098,30.729416,-1.444945
30.707397,31.070886,-1.484906
30.798004,31.312464,-1.475514
30.931602,31.566761,-1.492296
31.079102,31.873286,-1.503105
31.252602,32.15198,-1.540438
31.364098,32.330997,-1.564418
31.454201,32.441353,-1.635292
31.5867,32.677051,-1.749315
31.734299,32.961273,-1.772863
31.906097,33.298237,-1.783855
32.020905,33.465008,-1.751648
32.110504,33.690222,-1.746494
32.241699,33.927953,-1.734124
32.389603,34.299835,-1.688213
32.5597,34.579089,-1.722963
32.677498,34.858309,-1.721242
32.7668,35.057709,-1.773575
32.896805,35.282719,-1.816467
33.044998,35.628328,-1.815981
33.213203,36.02769,-1.813367
33.334099,36.311419,-1.812418
33.422798,36.484148,-1.822418
33.552101,36.833132,-1.80772
33.700203,37.123652,-1.823759
33.866898,37.495148,-1.828386
33.9907,37.79851,-1.823612
34.078705,37.901947,-1.795634
34.207397,38.209569,-1.781486
34.355499,38.513396,-1.793504
34.520599,38.87999,-1.728693
34.6474,39.087257,-1.682031
34.734604,39.253632,-1.598651
34.862801,39.533977,-1.514374
35.010498,39.806652,-1.512838
35.174202,40.289147,-1.537191
35.304398,40.646037,-1.541835
35.390602,40.82852,-1.607235
35.517998,41.181466,-1.60919
35.665298,41.542069,-1.657495
35.827805,41.912454,-1.659577
35.9617,42.127362,-1.688365
36.046501,42.289877,-1.734518
36.173103,42.683308,-1.847424
36.319901,43.056644,-1.955449
36.481705,43.576365,-2.025069
36.618797,44.016615,-2.084043
36.702499,44.273665,-2.118477
36.8284,44.51202,-2.134643
36.974403,44.906276,-2.118039
37.135704,45.318073,-2.135012
37.276001,45.61538,-2.241563
37.358604,45.75776,-2.269748
37.483604,46.100434,-2.315652
37.628899,46.508876,-2.465432
37.789604,47.025043,-2.534577
37.933304,47.377223,-2.629287
38.014603,47.617081,-2.670621
38.138298,47.904197,-2.72693
38.283401,48.340954,-2.758386
38.443298,48.75089,-2.788639
38.5905,49.166828,-2.869018
38.670601,49.341593,-2.928258
38.792702,49.656948,-2.935864
38.937904,50.070713,-2.942567
39.097099,50.529895,-2.95565
39.247498,50.935957,-2.938549
39.327805,51.117099,-2.940137
39.446999,51.365235,-2.948745
39.592499,51.651513,-2.964193
39.7509,52.066453,-3.019777
39.904305,52.492872,-3.081245
39.985001,52.793385,-3.159861
40.101402,53.165446,-3.21746
40.247101,53.530876,-3.311015
40.404701,53.985724,-3.324412
40.561203,54.382444,-3.377556
40.642303,54.588274,-3.405129
40.755302,54.920508,-3.421067
40.901703,55.206276,-3.437307
41.058899,55.561028,-3.44037
41.218102,55.951031,-3.434218
41.2994,56.170545,-3.424973
41.409904,56.452884,-3.417241
41.556297,56.754709,-3.428647
41.713303,57.168071,-3.426571
41.874901,57.469642,-3.50591
41.956398,57.698826,-3.536612
42.065498,57.936206,-3.568411
42.211098,58.229498,-3.662811
42.367599,58.640027,-3.75776
42.531898,59.058446,-3.861345
42.613503,59.300533,-3.902495
42.720901,59.555979,-3.975527
42.865997,59.908361,-4.022732
43.021904,60.31936,-4.077789
43.188904,60.690048,-4.082891
43.270699,60.866803,-4.139462
43.376305,61.049031,-4.175534
43.520905,61.360443,-4.252583
43.676399,61.82178,-4.279051
43.845901,62.102519,-4.220951
43.927902,62.212699,-4.142192
44.031799,62.27866,-4.002901
44.175598,62.472837,-3.900263
44.330704,62.642516,-3.849255
44.5028,62.834627,-3.796795
44.585098,62.966883,-3.814512
44.687202,63.083701,-3.786414
44.830299,63.296453,-3.746927
44.984802,63.61571,-3.758828
45.158104,64.014048,-3.829807
45.242302,64.189785,-3.83573
45.342804,64.375505,-3.883233
45.485001,64.728981,-3.912799
45.638802,65.009441,-3.966266
45.813499,65.399373,-4.092832
45.899498,65.670913,-4.131249
45.998398,65.88379,-4.205258
46.139801,66.266329,-4.256503
46.292801,66.618881,-4.257335
46.468803,66.984646,-4.270207
46.556297,67.252054,-4.293483
46.6539,67.441257,-4.290936
46.794998,67.806885,-4.320274
46.9468,68.107625,-4.336015
47.124001,68.476458,-4.348758
47.212997,68.697294,-4.344486
47.309502,68.867829,-4.360551
47.450302,69.248068,-4.344538
47.600899,69.603357,-4.273026
47.779099,70.084637,-4.252759
47.869499,70.209207,-4.226507
47.965302,70.462405,-4.248205
48.105598,70.901663,-4.311982
48.255005,71.252934,-4.373209
48.434402,71.607732,-4.364388
48.525803,71.823526,-4.320905
48.621101,72.080703,-4.310075
48.760902,72.424424,-4.258452
48.909203,72.858371,-4.277326
49.0896,73.345462,-4.256813
49.182198,73.544881,-4.322226
49.276901,73.70359,-4.349659
49.416199,74.149944,-4.466993
49.563301,74.42644,-4.541559
49.744202,74.956274,-4.612536
49.8386,75.237344,-4.629543
49.932503,75.450043,-4.631148
50.071503,75.756692,-4.635948
50.217499,76.017043,-4.65957
50.398598,76.256579,-4.644125
50.495003,76.411481,-4.664875
50.588203,76.45938,-4.715498
50.714401,76.593313,-4.680121
50.860603,76.786826,-4.667623
51.034599,77.109125,-4.692095
51.145401,77.35353,-4.696006
51.231102,77.512005,-4.683098
51.3601,77.756459,-4.654915
51.505302,78.047757,-4.59887
51.671799,78.275977,-4.593011
51.791801,78.512755,-4.521831
51.880699,78.657512,-4.537952
52.010101,78.974725,-4.532913
52.158203,79.249318,-4.509771
52.325302,79.556537,-4.487204
52.448402,79.794941,-4.452655
52.536598,79.981881,-4.458019
52.665398,80.252842,-4.466462
52.813499,80.46894,-4.447877
52.979004,80.865744,-4.501034
53.105003,81.182613,-4.500624
53.192505,81.367781,-4.566987
53.320801,81.763777,-4.609182
53.468498,82.082502,-4.616498
53.632599,82.386853,-4.639493
53.761902,82.662968,-4.646724
53.848404,82.801847,-4.665329
53.975998,83.006774,-4.692781
54.123398,83.352883,-4.691613
54.286201,83.660974,-4.776154
54.419205,83.820886,-4.896908
54.504303,83.967639,-4.912226
54.631203,84.28913,-4.929198
54.778099,84.600328,-5.040729
54.940102,84.978575,-5.051994
55.076302,85.2446,-5.010492
55.160301,85.390411,-5.012096
55.2864,85.692543,-5.009239
55.432602,86.106456,-5.012951
55.594002,86.574235,-5.028661
55.733604,86.892857,-5.100069
55.816399,87.093302,-5.097617
55.941605,87.321331,-5.084073
56.086998,87.686576,-5.03837
56.247902,88.00505,-5.124689
56.3908,88.234512,-5.155429
56.472404,88.365525,-5.172979
56.596504,88.564188,-5.198966
56.741501,88.797225,-5.16125
56.901703,89.058136,-5.129348
57.048004,89.238723,-5.242421
57.128403,89.384779,-5.277764
57.2509,89.61576,-5.340463
57.396004,89.797599,-5.317289
57.555405,90.119484,-5.331771
57.705101,90.414051,-5.347641
57.785301,90.63066,-5.33852
57.905205,90.84504,-5.357767
58.050598,91.205288,-5.389609
58.209198,91.607524,-5.410484
58.362,91.912657,-5.37876
58.442505,92.076832,-5.362447
58.559601,92.35985,-5.314114
58.705299,92.620378,-5.305584
58.862999,92.891284,-5.224145
59.018799,93.272157,-5.212344
59.0998,93.525009,-5.246217
59.2136,93.707806,-5.270705
59.359802,94.046346,-5.316056
59.517097,94.390814,-5.362202
59.675598,94.858907,-5.38667
59.756905,95.078313,-5.377431
59.867798,95.377688,-5.364824
60.014404,95.75037,-5.38284
60.171501,96.143955,-5.410679
60.332504,96.593243,-5.419577
60.414001,96.8452,-5.444403
60.523399,97.140665,-5.431961
60.669205,97.53432,-5.415385
60.825798,97.957057,-5.397584
60.989502,98.295754,-5.409981
61.071098,98.509779,-5.402584
61.178902,98.800763,-5.390331
61.324104,99.098295,-5.422424
61.480202,99.555971,-5.443355
61.6465,99.895695,-5.457324
61.728203,100.116269,-5.448036
61.834305,100.402583,-5.43598
61.979004,100.793255,-5.419529
62.134598,101.150067,-5.393375
62.303497,101.499609,-5.363842
62.385399,101.631204,-5.381471
62.4897,101.902093,-5.372837
62.633698,102.248735,-5.36913
62.788902,102.648525,-5.422687
62.960403,102.947244,-5.57224
63.042702,103.083397,-5.646107
63.145203,103.355156,-5.707485
63.288399,103.713258,-5.799764
63.4431,104.017616,-5.820982
63.616104,104.484669,-5.801315
63.699799,104.705575,-5.793324
63.800697,104.87357,-5.813214
63.9431,105.181102,-5.786714
64.097099,105.462035,-5.703609
64.2715,105.849224,-5.708863
64.357002,106.054321,-5.706944
64.456299,106.224168,-5.682518
64.5979,106.431608,-5.691814
64.751099,106.738877,-5.706394
64.926804,107.103774,-5.719304
65.013901,107.31845,-5.715551
65.111801,107.475695,-5.736616
65.252899,107.73188,-5.798379
65.405098,107.888564,-5.886993
65.582001,108.217042,-5.972258
65.6707,108.404809,-6.039553
65.767303,108.572651,-6.073704
65.908302,108.798994,-6.104026
66.059204,109.041268,-6.136482
66.237198,109.394539,-6.183808
66.327202,109.648652,-6.233053
66.423103,109.851885,-6.305891
66.563599,110.259089,-6.427191
66.713303,110.626967,-6.547636
66.892403,111.006294,-6.683584
66.983604,111.154212,-6.704744
67.079002,111.441873,-6.74328
67.218903,111.718528,-6.769092
67.367401,112.040625,-6.775958
67.5476,112.387278,-6.797483
67.6399,112.659406,-6.811319
67.734802,112.900482,-6.843614
67.874199,113.337771,-6.86463
68.0215,113.820333,-6.906791
68.2024,114.359775,-6.940627
68.296303,114.613396,-6.929947
68.390404,114.867478,-6.919249
68.529503,115.331763,-6.94654
68.675598,115.839221,-6.952099
68.856804,116.224616,-7.062288
68.952698,116.447494,-7.156007
69.046104,116.700879,-7.210133
69.1847,117.048064,-7.299166
69.330902,117.415899,-7.322874
69.511101,117.847676,-7.363763
69.6092,118.020618,-7.380257
69.701797,118.263242,-7.371901
69.8396,118.53318,-7.38695
69.986198,118.975501,-7.419785
70.165504,119.354727,-7.437183
70.2658,119.584431,-7.487371
70.357498,119.814877,-7.502633
70.494598,120.076271,-7.519716
70.641502,120.496642,-7.598058
70.819405,120.958086,-7.637849
70.922203,121.288309,-7.682088
71.013504,121.552063,-7.717422
71.149498,121.829866,-7.728815
71.2967,122.27761,-7.767818
71.473305,122.697109,-7.833674
71.578705,122.93304,-7.894599
71.6698,123.126005,-7.963757
71.804504,123.4726,-8.11731
71.951904,123.88397,-8.199368
72.126999,124.347809,-8.234558
72.235504,124.652179,-8.294486
72.326103,124.877747,-8.353085
72.459602,125.203189,-8.396683
72.607101,125.600703,-8.449937
72.780502,125.922904,-8.533664
72.892303,126.265708,-8.586559
72.9823,126.459649,-8.65395
73.1147,126.700153,-8.683028
73.262299,127.172187,-8.644169
73.433998,127.620471,-8.559451
73.549004,127.930899,-8.546381
73.638603,128.150526,-8.512578
73.769699,128.475508,-8.466899
73.917702,128.765481,-8.482964
74.087601,129.123197,-8.494028
74.205605,129.478677,-8.546608
74.294899,129.667701,-8.614354
74.424805,129.942855,-8.712968
74.572998,130.25676,-8.825471
74.741203,130.698755,-8.895235
74.862198,130.966526,-8.899242
74.950905,131.17354,-8.937797
75.080101,131.4037,-8.989675
75.228302,131.750974,-8.988664
75.394798,132.069399,-9.078665
75.518898,132.268847,-9.105576
75.606804,132.410085,-9.124497
75.735504,132.616692,-9.152175
75.883598,132.854522,-9.184037
76.0485,133.287026,-9.169114
76.175499,133.542124,-9.181085
76.262703,133.721406,-9.140921
76.3908,134.050606,-9.108688
76.538498,134.339825,-9.124785
76.702103,134.668226,-9.145095
76.832603,134.985434,-9.23184
76.918602,135.273829,-9.281614
77.045998,135.666513,-9.394756
77.193298,136.035532,-9.420965
77.355698,136.490099,-9.509722
77.489799,136.87762,-9.580399
77.5746,137.109146,-9.573688
77.701202,137.395794,-9.649817
77.8479,137.894083,-9.741625
78.009705,138.277277,-9.815441
78.147003,138.661679,-9.891561
78.230598,138.877479,-9.943383
78.3564,139.245863,-10.050902
78.502403,139.640952,-10.093197
78.663605,140.123718,-10.125366
78.804199,140.393982,-10.142262
78.886703,140.616593,-10.132889
79.011604,140.895707,-10.205962
79.156799,141.287761,-10.189455
79.317505,141.638963,-10.265799
79.461502,141.942607,-10.274984
79.542603,142.109901,-10.281356
79.666298,142.344807,-10.346604
79.811302,142.669712,-10.451421
79.971199,143.144359,-10.478863
80.118698,143.381743,-10.440593
80.1987,143.594041,-10.432649
80.320702,143.817704,-10.450512
80.465797,144.245856,-10.472438
80.625,144.666252,-10.637992
80.775604,144.944116,-10.708585
80.856003,145.170704,-10.73894
80.974998,145.552913,-10.790144
81.120499,145.923722,-10.89936
81.278801,146.470512,-11.008142
81.432503,146.912958,-11.019882
81.513199,147.143326,-11.050744
81.629303,147.329726,-11.075716
81.775101,147.651217,-11.080814
81.932602,147.926154,-11.108084
82.089302,148.226061,-11.193004
82.170403,148.441643,-11.18891
82.283203,148.694939,-11.252927
82.429604,149.08324,-11.246722
82.5868,149.360442,-11.209139
82.746201,149.828489,-11.24362
82.827499,150.048005,-11.234378
82.938004,150.368046,-11.245086
83.084305,150.694908,-11.288875
83.241203,151.107557,-11.344158
83.403099,151.431357,-11.435071
83.484604,151.693126,-11.47014
83.593498,151.885116,-11.495861
83.739098,152.279545,-11.548702
83.895599,152.640097,-11.549471
84.060104,153.008521,-11.598829
84.141701,153.19602,-11.623948
84.248901,153.426973,-11.629343
84.394005,153.818647,-11.612852
84.549904,154.130133,-11.628013
84.717102,154.459348,-11.661002
84.798798,154.632756,-11.717887
84.904404,154.868263,-11.653486
85.048904,155.19967,-11.654706
85.2043,155.522145,-11.60284
85.374001,156.067197,-11.67586
85.4561,156.330711,-11.711163
85.559799,156.663906,-11.755801
85.703598,156.96499,-11.796137
85.858604,157.430612,-11.828357
86.0308,157.747092,-11.853381
86.113304,157.899374,-11.865172
86.215302,158.152678,-11.860184
86.358299,158.483547,-11.90451
86.512802,158.858202,-11.867992
86.686203,159.278373,-11.920214
86.7705,159.423648,-11.935387
86.870804,159.623542,-11.998126
87.013,159.892887,-12.045785
87.166801,160.271794,-12.096548
87.341499,160.501782,-12.149376
87.427605,160.633456,-12.192534
87.526398,160.932564,-12.262287
87.667801,161.309322,-12.343662
87.820702,161.67728,-12.427443
87.996803,162.079608,-12.481343
88.084404,162.220249,-12.500185
88.1819,162.427317,-12.445471
88.322998,162.712784,-12.518636
88.4748,162.915773,-12.508003
88.652,163.208079,-12.638989
88.741104,163.302536,-12.670893
88.837502,163.475969,-12.648296
88.978302,163.807745,-12.704845
89.128799,164.075256,-12.76468
89.307198,164.344476,-12.784769
89.397598,164.490919,-12.805531
89.493401,164.693727,-12.878218
89.633598,164.939572,-12.930288
89.783005,165.210945,-12.995919
89.962402,165.425606,-13.056622
90.054001,165.566834,-13.119058
90.1492,165.768513,-13.191341
90.288902,166.016508,-13.246443
90.437103,166.321759,-13.287338
90.617599,166.653738,-13.284279
90.710304,166.8026,-13.304223
90.805,166.954596,-13.324586
90.944298,167.153179,-13.327863
91.091202,167.363041,-13.331771
91.272102,167.704835,-13.425096
91.366699,167.971644,-13.460841
91.460602,168.168076,-13.487157
91.599503,168.505324,-13.482739
91.745598,168.899524,-13.466143
91.926498,169.388104,-13.445573
92.023102,169.634594,-13.419394
92.116302,169.849062,-13.369615
92.254601,170.127173,-13.34111
92.400902,170.450719,-13.317625
92.580902,170.877245,-13.374767
92.679703,171.058978,-13.399114
92.772003,171.246489,-13.460725
92.9095,171.611704,-13.473164
93.056297,172.051701,-13.503085
93.2351,172.58577,-13.537151
93.336205,172.813801,-13.539143
93.427704,172.996179,-13.548147
93.564499,173.401039,-13.570282
93.711601,173.686569,-13.608535
93.889,174.122285,-13.666908
93.992699,174.298575,-13.690526
94.0839,174.542119,-13.68099
94.219498,174.786276,-13.685266
94.366699,175.06684,-13.65085
94.5429,175.510293,-13.71026
94.6492,175.712522,-13.685985
94.740204,175.911478,-13.626177
94.874405,176.164621,-13.494773
95.021904,176.525917,-13.478746
95.196503,177.005125,-13.578413
95.306,177.254398,-13.663857
95.3964,177.589098,-13.75167
95.529602,177.908674,-13.84144
95.6772,178.340752,-13.86037
95.849998,178.839315,-13.79288
95.962799,179.204644,-13.777393
96.052704,179.463941,-13.784808
96.1847,179.866045,-13.818469
96.332397,180.231035,-13.914902
96.503502,180.78507,-13.993086
96.619499,181.204526,-14.092857
96.709,181.469752,-14.12839
96.839699,181.705578,-14.117671
96.987701,182.124083,-14.120984
97.157104,182.502298,-14.01775
97.2761,182.804072,-13.983493
97.365204,183.008739,-13.935299
97.494904,183.234438,-13.937002
97.642998,183.447901,-13.942862
97.8106,183.741565,-14.004944
97.932701,183.956777,-14.051603
98.021202,184.14417,-14.118766
98.1502,184.477587,-14.198619
98.298302,184.739918,-14.184748
98.464302,185.077096,-14.151003
98.589401,185.262054,-14.161114
98.677101,185.534339,-14.197593
98.805504,185.826337,-14.289167
98.953499,186.203424,-14.382301
99.118004,186.648697,-14.547863
99.246002,186.919805,-14.645029
99.332901,187.103952,-14.711028
99.4608,187.341211,-14.772405
99.608398,187.745475,-14.832829
99.771599,188.174821,-14.931621
99.903198,188.488217,-15.021142
99.988899,188.763269,-15.057991
