time,x,y
8.424995,-55.223724,16.566953
8.520096,-54.966848,16.577774
8.659798,-54.542186,16.53374
8.8078,-54.16927,16.439269
8.988503,-53.716377,16.347707
9.081398,-53.45143,16.343118
9.175896,-53.159265,16.314627
9.315201,-52.751654,16.29692
9.461899,-52.289528,16.231009
9.642899,-51.808387,16.123041
9.737801,-51.460634,16.036406
9.831497,-51.191394,16.029957
9.970398,-50.73812,15.987722
10.116501,-50.178141,15.952212
10.297302,-49.648578,15.928812
10.394196,-49.292886,15.900508
10.487198,-48.946571,15.898327
10.625496,-48.57326,15.914053
10.771797,-48.126962,15.876305
10.951599,-47.591282,15.84338
11.050697,-47.273017,15.80075
11.142899,-47.022758,15.809723
11.280396,-46.586647,15.756347
11.4272,-46.152945,15.733266
11.605797,-45.592575,15.670729
11.707199,-45.26688,15.627103
11.798599,-44.996526,15.612334
11.935295,-44.716962,15.600977
12.082397,-44.215479,15.628872
12.259796,-43.700421,15.610385
12.363701,-43.414563,15.616659
12.454903,-43.121592,15.577417
12.590302,-42.68674,15.51917
12.737602,-42.213703,15.455809
12.913597,-41.757976,15.347233
13.020302,-41.415063,15.301301
13.111198,-41.060129,15.281179
13.2453,-40.583095,15.237396
13.392799,-40.109413,15.173948
13.5672,-39.534396,15.103424
13.677101,-39.086945,15.084526
13.767403,-38.796817,15.045664
13.900398,-38.369636,14.988445
14.047997,-37.792233,14.956031
14.220695,-37.23176,14.883564
14.3339,-36.909326,14.878575
14.423698,-36.630835,14.850605
14.555496,-36.149379,14.881182
14.703201,-35.674888,14.817626
14.874199,-35.15446,14.805279
14.990601,-34.712885,14.801453
15.080002,-34.471433,14.811624
15.210503,-34.089787,14.795439
15.358597,-33.673677,14.787236
15.527802,-33.282791,14.734878
15.647102,-32.899335,14.683515
15.736198,-32.703861,14.618036
15.8657,-32.312913,14.563255
16.013901,-31.948073,14.527381
16.181297,-31.453696,14.442343
16.303802,-31.086217,14.417006
16.392197,-30.827767,14.406035
16.521095,-30.452998,14.291588
16.669197,-30.004177,14.208114
16.834999,-29.562192,14.111481
16.960396,-29.173742,14.045173
17.047997,-28.937259,14.055134
17.176399,-28.636978,13.969985
17.324295,-28.162002,13.906363
17.488701,-27.594047,13.942068
17.617096,-27.214653,13.922068
17.703896,-26.961717,13.912155
17.831696,-26.57123,13.994948
17.979202,-26.211635,14.085126
18.142296,-25.771307,14.103674
18.274399,-25.425393,14.13006
18.359901,-25.235149,14.182809
18.4869,-24.892277,14.197252
18.633896,-24.495286,14.213975
18.796097,-23.984559,14.154868
18.931602,-23.549253,14.09656
19.0158,-23.378846,14.073735
19.142097,-23.124623,14.123867
19.288498,-22.735178,14.146745
19.449997,-22.193629,14.196839
19.588799,-21.924443,14.180896
19.671898,-21.700097,14.190346
19.797302,-21.361569,14.204607
19.942902,-20.968432,14.221167
20.103897,-20.559624,14.266896
20.246002,-20.20136,14.310029
20.327896,-19.980299,14.319341
20.4524,-19.644242,14.333497
20.597397,-19.275269,14.373861
20.757797,-18.761707,14.455497
20.903297,-18.368871,14.472045
20.983902,-18.151151,14.481216
21.106796,-17.792085,14.466195
21.2519,-17.484076,14.424937
21.411499,-17.106242,14.496956
21.560402,-16.704309,14.513887
21.640495,-16.487865,14.523005
21.7612,-16.15831,14.532552
21.906403,-15.691686,14.470049
22.065201,-15.232916,14.45613
22.2173,-14.744566,14.390716
22.297798,-14.508737,14.380174
22.411499,-14.171939,14.361547
22.548897,-13.626544,14.333821
22.706802,-13.141464,14.296393
22.8741,-12.518699,14.282697
22.955002,-12.25788,14.249223
23.061501,-11.858822,14.289373
23.194298,-11.408443,14.267829
23.345497,-10.88853,14.25447
23.5177,-10.348984,14.290814
23.599297,-10.089639,14.311846
23.699699,-9.818724,14.323258
23.841896,-9.434658,14.339436
23.995796,-9.070601,14.411321
24.170403,-8.489831,14.464059
24.256302,-8.260919,14.472902
24.355301,-8.099185,14.451238
24.496696,-7.667126,14.413889
24.649796,-7.204545,14.378935
24.825699,-6.727602,14.396915
24.913101,-6.461179,14.374428
25.010796,-6.176842,14.363564
25.151901,-5.795926,14.379609
25.303802,-5.276415,14.429767
25.480896,-4.798342,14.449905
25.569801,-4.55822,14.460019
25.666298,-4.291105,14.464013
25.807198,-3.86615,14.432621
25.957802,-3.413036,14.393929
26.136101,-3.036548,14.382741
26.226295,-2.792814,14.393008
26.322197,-2.534118,14.403905
26.462502,-2.150688,14.414971
26.612,-1.700522,14.382468
26.791298,-1.197064,14.382299
26.882698,-0.903488,14.342975
26.977997,-0.597488,14.301986
27.117798,-0.181403,14.276807
27.266098,0.276736,14.232416
27.446495,0.754358,14.124228
27.539101,1.000162,14.128652
27.633797,1.20917,14.069354
27.773102,1.58398,14.05731
27.920197,1.983366,13.9721
28.101097,2.527995,13.883326
28.195496,2.785125,13.828927
28.289398,3.04183,13.749881
28.428398,3.521086,13.655234
28.574402,4.018272,13.531152
28.755501,4.515614,13.42791
28.851898,4.930532,13.418139
28.945099,5.278497,13.328761
29.083496,5.694586,13.254758
29.229797,6.087813,13.168818
29.409897,6.586069,13.176393
29.5084,6.792093,13.169545
29.6008,6.992155,13.165223
29.738503,7.363812,13.180877
29.885101,7.775965,13.180355
30.064201,8.305241,13.151923
30.164902,8.674651,13.059974
30.2565,8.968657,13.020592
30.393402,9.387961,12.983387
30.540398,9.829476,12.952817
30.718102,10.257532,12.878639
30.821396,10.571257,12.853454
30.912697,10.799634,12.794743
31.048401,11.190869,12.722923
31.195602,11.663746,12.65958
31.371902,12.239489,12.573695
31.477898,12.594962,12.475695
31.569,12.804632,12.411689
31.7034,13.181786,12.337469
31.8508,13.600466,12.257553
32.025597,14.05248,12.149471
32.134697,14.402955,12.102524
32.225197,14.771901,12.087173
32.358498,15.230952,12.039145
32.505997,15.704928,11.975655
32.6791,16.260764,11.9012
32.791496,16.621738,11.852846
32.881401,16.91063,11.814149
33.013496,17.26925,11.737567
33.161201,17.805273,11.697981
33.332596,18.221912,11.648434
33.448196,18.570394,11.591819
33.537697,18.814769,11.599126
33.668602,19.202722,11.55465
33.816597,19.541696,11.509244
33.986198,20.086355,11.436285
34.104797,20.497273,11.430028
34.194,20.811909,11.434162
34.3237,21.19271,11.416534
34.471901,21.664161,11.385051
34.639702,22.206368,11.430954
34.761398,22.590199,11.386088
34.849998,22.874643,11.347986
34.979095,23.128591,11.313969
35.127197,23.604376,11.250236
35.293396,24.094537,11.165611
35.418098,24.42922,11.092212
35.505898,24.711177,11.054443
35.634399,24.994118,11.016542
35.782402,25.424001,10.972703
35.947098,25.916431,10.940529
36.074699,26.275202,10.940003
36.161797,26.541474,10.904335
36.289696,26.80513,10.869018
36.437302,27.279106,10.805527
36.6007,27.828027,10.709569
36.731895,28.190765,10.598605
36.817696,28.442704,10.554591
36.944901,28.851202,10.499872
37.092102,29.265778,10.349271
37.254402,29.786595,10.279926
37.389099,30.168595,10.275868
37.473602,30.429681,10.250462
37.600098,30.794882,10.239508
37.746696,31.218041,10.227116
37.908302,31.843047,10.194169
38.046295,32.387724,10.165317
38.1297,32.663375,10.131816
38.255302,33.067834,10.079329
38.4011,33.593323,10.102312
38.562202,34.008428,10.141774
38.703499,34.436594,10.1082
38.785698,34.65847,10.117545
38.9105,35.024532,10.100729
39.055595,35.437156,10.094969
39.216103,35.820391,10.166483
39.360802,36.320299,10.215813
39.441696,36.538835,10.225017
39.565002,36.929532,10.194674
39.710098,37.434644,10.307025
39.869797,37.990827,10.281551
40.017899,38.524935,10.280392
40.098,38.741217,10.289501
40.219398,39.102542,10.267463
40.364601,39.627128,10.292259
40.523598,40.178584,10.285037
40.674896,40.670887,10.257674
40.755302,40.888841,10.265847
40.873695,41.26923,10.214892
41.019196,41.808523,10.1739
41.177399,42.341772,10.130122
41.331696,42.758343,10.147666
41.412498,42.976526,10.156856
41.527901,43.326218,10.129481
41.673897,43.733198,10.132174
41.8312,44.197791,10.107796
41.988602,44.542548,10.061614
42.069702,44.794967,10.035518
42.1819,45.066672,10.038938
42.3284,45.383965,10.032049
42.485596,45.859429,9.995524
42.6455,46.338131,9.963686
42.726799,46.519233,9.904582
42.836998,46.801069,9.893808
42.983101,47.261986,9.83993
43.139999,47.721477,9.819472
43.302299,48.211061,9.783542
43.383896,48.397974,9.782825
43.4925,48.634995,9.751075
43.638,48.966621,9.706651
43.794296,49.443715,9.642742
43.959396,49.97387,9.571724
44.041,50.236153,9.53659
44.147896,50.476132,9.459582
44.2929,50.884415,9.449751
44.4487,51.384818,9.382719
44.616302,51.813961,9.277699
44.698097,52.076665,9.242508
44.803299,52.414444,9.19726
44.947701,52.878149,9.135144
45.103096,53.351363,9.095731
45.2733,53.902303,8.988542
45.3554,54.08036,8.92747
45.458801,54.519656,8.915253
45.602402,55.005863,8.826896
45.757301,55.534006,8.733666
45.929802,56.231977,8.649629
46.012596,56.54049,8.568921
46.114197,56.88781,8.502955
46.257095,57.344748,8.443437
46.4114,57.791178,8.429476
46.585098,58.314365,8.344374
46.6698,58.511615,8.285435
46.769798,58.806639,8.245914
46.911797,59.128348,8.202819
47.065399,59.666722,8.088827
47.240501,60.088725,8.032832
47.326897,60.351934,7.991377
47.4254,60.63158,7.988086
47.566597,60.998456,7.999837
47.719398,61.349691,7.952787
47.895699,61.843206,7.954289
47.983597,62.080463,7.964281
48.080902,62.357102,7.960437
48.221901,62.810081,7.899757
48.373398,63.257083,7.906373
48.550896,63.823698,7.952872
48.640297,64.109425,7.915834
48.736595,64.376145,7.919588
48.877296,64.768143,7.922661
49.027496,65.250617,7.85803
49.2061,65.773013,7.835584
49.2967,66.089401,7.834319
49.392403,66.409626,7.863851
49.532501,66.828526,7.836791
49.681702,67.256237,7.827029
49.861298,67.782056,7.804125
49.953102,68.076777,7.764645
50.048203,68.230176,7.744096
50.187897,68.619041,7.739538
50.3358,69.051951,7.720655
50.516502,69.462646,7.674063
50.609497,69.761305,7.634055
50.703896,70.064777,7.593403
50.843201,70.466126,7.582286
50.989899,70.95053,7.504989
51.170898,71.564468,7.392506
51.2659,71.875897,7.344902
51.359596,72.221718,7.256928
51.498398,72.716756,7.211965
51.644501,73.246166,7.167228
51.825195,73.936064,7.122343
51.922302,74.358306,7.06578
52.015198,74.70686,7.019088
52.153496,75.150827,6.959615
52.299896,75.730339,6.929517
52.479599,76.269818,6.892376
52.578896,76.626446,6.809475
52.670998,76.903163,6.764107
52.808395,77.254266,6.677839
52.9552,77.723043,6.615042
53.133797,78.138678,6.559364
53.235397,78.46499,6.515651
53.326698,78.678335,6.45227
53.463303,79.087803,6.384686
53.610497,79.560392,6.321378
53.787697,80.00266,6.230844
53.8918,80.261543,6.209231
53.983002,80.487001,6.149716
54.118301,80.921535,6.091506
54.265602,81.285262,5.995247
54.441498,81.849985,5.919597
54.5485,82.04115,5.893988
54.639297,82.324804,5.85599
54.7733,82.645921,5.765439
54.920799,83.045938,5.679861
55.0951,83.524411,5.580463
55.2052,83.814274,5.513859
55.295502,84.10434,5.475002
55.428497,84.449244,5.393174
55.575996,85.005261,5.354314
55.748596,85.559355,5.280087
55.862,85.923723,5.231276
55.951797,86.212174,5.192635
56.083496,86.6198,5.152301
56.2313,87.058526,5.126791
56.4021,87.660235,5.069279
56.5187,88.091019,5.036012
56.608101,88.378178,4.997543
56.738602,88.890258,4.969383
56.886597,89.382168,4.910582
57.055702,89.924967,4.837868
57.175301,90.30917,4.7864
57.264297,90.589433,4.753966
57.393799,90.959754,4.746781
57.541901,91.435606,4.683035
57.709198,91.972902,4.611058
57.831902,92.366829,4.558287
57.920197,92.650564,4.520278
58.049095,93.064552,4.464819
58.197197,93.565721,4.439268
58.3629,94.031589,4.387297
58.488503,94.534062,4.363029
58.576096,94.815245,4.325361
58.704498,95.227586,4.270124
58.852303,95.644946,4.120255
59.016602,96.139448,4.082879
59.145302,96.534005,4.04758
59.232002,96.812442,4.01028
59.359695,97.273925,3.900925
59.507202,97.775011,3.808277
59.670197,98.322293,3.71295
59.802597,98.747426,3.655998
59.887901,99.021631,3.619265
60.0149,99.429353,3.564645
60.161896,99.792144,3.468511
60.323997,100.276664,3.43712
60.459801,100.643191,3.452554
60.5439,100.870336,3.462119
60.670097,101.244026,3.416615
60.816498,101.580176,3.371584
60.977898,101.989389,3.269231
61.116997,102.435974,3.209405
61.199997,102.678785,3.198971
61.325302,103.090707,3.135092
61.470901,103.512575,3.120981
61.631798,103.947096,3.139279
61.7742,104.331437,3.155464
61.855995,104.553504,3.163405
61.9804,104.939172,3.124505
62.125397,105.330627,3.140989
62.285698,105.81462,3.10482
62.431396,106.24808,3.078996
62.512001,106.476853,3.076156
62.634796,106.849916,3.045906
62.7799,107.251261,3.052216
62.9394,107.681899,3.07035
63.088501,108.084488,3.087302
63.168701,108.300988,3.096419
63.289101,108.626024,3.110106
63.434402,109.059797,3.082601
63.593201,109.678981,3.047187
63.745399,110.168015,2.981674
63.825996,110.347393,2.923201
63.943497,110.648564,2.912522
64.089096,111.0417,2.929077
64.247002,111.467967,2.947027
64.402199,111.938356,2.910284
64.4832,112.172163,2.903327
64.597595,112.516873,2.878094
64.743698,112.858841,2.816013
64.900902,113.411373,2.832386
65.059097,113.868192,2.818722
65.140396,114.12912,2.783768
65.251495,114.435879,2.789251
65.3983,114.906244,2.727195
65.555397,115.251144,2.680111
65.715996,115.817414,2.557597
65.797401,116.078859,2.522573
65.907097,116.403682,2.504534
66.053001,116.848585,2.466991
66.209702,117.322996,2.430144
66.372902,117.82487,2.383738
66.454498,118.086279,2.347762
66.562599,118.37578,2.214868
66.707901,118.842491,2.152345
66.863998,119.343995,2.085161
67.029999,119.837748,2.055357
67.111595,120.117811,2.001397
67.218002,120.480745,1.932877
67.362801,120.841211,1.832645
67.518402,121.387625,1.71632
67.686897,121.819355,1.610949
67.768799,122.065639,1.570679
67.873398,122.308938,1.497828
68.017502,122.771779,1.435824
68.172798,123.280459,1.358499
68.343903,123.871159,1.241011
68.426102,124.135188,1.205641
68.5289,124.503941,1.120416
68.672195,124.877099,1.002295
68.826996,125.416037,0.89145
68.999802,126.022183,0.762713
69.083298,126.305428,0.710621
69.184402,126.666159,0.628909
69.326897,127.123986,0.567576
69.481102,127.670239,0.446863
69.655197,128.279678,0.316098
69.740402,128.503983,0.20497
69.839996,128.816053,0.150761
69.981697,129.254773,0.065195
70.135002,129.705521,-0.063465
70.310501,130.177563,-0.126702
70.3974,130.387546,-0.154833
70.495499,130.702649,-0.197046
70.636597,131.156019,-0.257782
70.789001,131.645441,-0.323348
70.965698,132.103598,-0.432259
71.0541,132.387527,-0.470296
71.151001,132.698722,-0.511986
71.292,133.151478,-0.57264
71.4431,133.590882,-0.588915
71.620895,134.122124,-0.623096
71.710701,134.39392,-0.644017
71.806801,134.733432,-0.638839
71.947296,135.109262,-0.68936
72.097198,135.583873,-0.755897
72.2761,136.133806,-0.840308
72.367096,136.34153,-0.904931
72.462601,136.648138,-0.946007
72.6026,137.072651,-0.979541
72.751396,137.524375,-1.015859
72.931297,137.953202,-1.083841
73.023499,138.16123,-1.134439
73.118401,138.43335,-1.185166
73.257896,138.772075,-1.278078
73.405396,139.188984,-1.358619
73.586197,139.733906,-1.470032
73.679901,140.040194,-1.555568
73.774101,140.26236,-1.620329
73.9133,140.643905,-1.699854
74.059601,141.069735,-1.776024
74.2407,141.55608,-1.882612
74.336296,141.891526,-1.973
74.429802,142.117151,-2.047658
74.568398,142.419516,-2.139897
74.7146,142.814068,-2.123284
74.894997,143.242981,-2.19005
74.992798,143.527003,-2.200286
75.085396,143.789743,-2.25066
75.223396,144.194131,-2.370408
75.369896,144.781157,-2.408038
75.549301,145.363679,-2.491891
75.6493,145.582117,-2.568674
75.741096,145.82759,-2.561905
75.878296,146.261832,-2.614199
76.025299,146.618578,-2.661991
76.2034,147.065196,-2.721823
76.305801,147.31359,-2.7551
76.397102,147.606888,-2.794393
76.533302,147.957055,-2.879233
76.680496,148.378146,-2.958069
76.8573,148.864244,-3.056104
76.962296,149.138029,-3.047051
77.053398,149.284403,-3.06666
77.188301,149.699615,-3.105757
77.335602,150.139482,-3.13368
77.511002,150.732202,-3.240419
77.618996,151.10076,-3.309994
77.709602,151.453327,-3.330544
77.8433,151.832427,-3.403176
77.990799,152.335919,-3.457719
78.164497,152.956714,-3.50585
78.275696,153.268294,-3.505308
78.365898,153.564153,-3.550829
78.498497,154.034804,-3.65553
78.646095,154.508914,-3.719046
78.818001,155.112477,-3.847439
78.932495,155.480149,-3.896695
79.022202,155.692991,-3.957855
79.153496,156.029271,-3.970265
79.301399,156.479649,-4.007853
79.471596,156.970648,-4.048842
79.589096,157.2167,-4.081805
79.678497,157.490786,-4.106658
79.808502,157.870131,-4.121811
79.956696,158.340881,-4.184877
80.125099,158.648025,-4.260076
80.245697,159.004371,-4.321298
80.334496,159.159419,-4.34207
80.463898,159.538987,-4.388001
80.612,159.904893,-4.422209
80.778801,160.382229,-4.493874
80.902397,160.740913,-4.506408
80.990402,161.004874,-4.524209
81.119202,161.314195,-4.566892
81.267296,161.701162,-4.587518
81.432495,162.145303,-4.684556
81.558998,162.525934,-4.742921
81.646301,162.761634,-4.732998
81.774498,162.998391,-4.751305
81.922195,163.432326,-4.771907
82.086098,163.849198,-4.87529
82.215996,164.166047,-4.917738
82.302299,164.382879,-4.946787
82.429695,164.708933,-5.026705
82.577095,165.18166,-5.160089
82.7397,165.664495,-5.302067
82.873299,166.161791,-5.432168
82.958199,166.478077,-5.514914
83.0849,166.94991,-5.638353
83.231796,167.411186,-5.807148
83.3936,167.969659,-5.950184
83.530396,168.448398,-6.050882
83.614197,168.729322,-6.099491
83.740097,169.133686,-6.153664
83.8862,169.510397,-6.267224
84.047501,170.062892,-6.373218
84.187599,170.532723,-6.403717
84.270302,170.83646,-6.381785
84.395302,171.216721,-6.412844
84.540695,171.653744,-6.443743
84.701401,171.984967,-6.465326
84.844902,172.272237,-6.479069
84.9263,172.519752,-6.512229
85.050102,172.868076,-6.512972
85.195198,173.104736,-6.543066
85.355202,173.471974,-6.545539
85.502098,173.758222,-6.630614
85.582298,173.886958,-6.647861
85.704498,174.139078,-6.657388
85.849701,174.475023,-6.724828
86.008995,174.793437,-6.74294
86.159096,175.092292,-6.761807
86.239395,175.350119,-6.796348
86.358902,175.631421,-6.738967
86.504295,176.072484,-6.773916
86.662697,176.385517,-6.796853
86.816002,176.746394,-6.858645
86.896599,176.939068,-6.887124
87.013199,177.185942,-6.975604
87.158897,177.601189,-7.050393
87.316498,177.923276,-7.063576
87.472801,178.286922,-7.133092
87.553902,178.505813,-7.123876
87.667198,178.811707,-7.110998
87.813499,179.237414,-7.126999
87.970695,179.691103,-7.140246
88.1297,180.079396,-7.192266
88.210999,180.272767,-7.190863
88.321602,180.606433,-7.21534
88.468102,181.018097,-7.216034
88.625099,181.478695,-7.23713
88.786598,181.980333,-7.288625
88.867996,182.207753,-7.28727
88.977196,182.558426,-7.33425
89.122902,183.026432,-7.39695
89.279396,183.449476,-7.418413
89.443497,183.89554,-7.513386
89.525101,184.079299,-7.572061
89.632599,184.393531,-7.627637
89.777802,184.847316,-7.676881
89.9338,185.268377,-7.659154
